city,state,zipcode,address,price,bedrooms,bathrooms,property_size (sqr ft)
AUSTIN,TX,78726,9513 INDIGO BRUSH DR,915950.0,4,3.0,4128.0
AUSTIN,TX,78726,10801 CHESTNUT RIDGE RD,654082.0,4,2.0,2787.0
AUSTIN,TX,78726,10408 CHESTNUT RIDGE RD,941209.0,4,3.0,3885.0
AUSTIN,TX,78726,10229 CHESTNUT RIDGE RD,845580.0,6,4.0,3943.0
AUSTIN,TX,78726,11200 BRISTA WAY,678934.0,4,3.0,3145.0
AUSTIN,TX,78726,11145 RIO VISTA DR,699210.0,4,2.0,3150.0
AUSTIN,TX,78726,10212 CHESTNUT RIDGE RD,1028953.0,5,4.0,4136.0
AUSTIN,TX,78726,11212 MATISSE TRL,975187.0,4,3.0,3309.0
AUSTIN,TX,78726,11528 TURTLE LN,2395388.0,4,4.0,5772.0
AUSTIN,TX,78726,12500 GLACIER PARKE CV,1013801.0,5,3.0,4790.0
AUSTIN,TX,78726,12501 GLACIER PARKE CV,915773.0,4,3.0,3704.0
AUSTIN,TX,78726,12509 GLACIER PARKE CV,1096056.0,6,4.0,4715.0
AUSTIN,TX,78726,10004 BARBROOK DR,734861.0,4,2.0,3260.0
AUSTIN,TX,78726,10012 DARK STAR TER,977606.0,4,4.0,4026.0
AUSTIN,TX,78726,12704 CLOUD MOUNTAIN XING,811874.0,4,3.0,3778.0
AUSTIN,TX,78726,12714 CLOUD MOUNTAIN XING,1142345.0,5,3.0,4888.0
AUSTIN,TX,78726,12726 CLOUD MOUNTAIN XING,1005317.0,4,3.0,4214.0
AUSTIN,TX,78726,10200 TENAVA CT,718298.0,4,3.0,3251.0
AUSTIN,TX,78726,10204 MATOCA WAY,611498.0,4,2.0,2717.0
AUSTIN,TX,78726,10208 CHESTNUT RIDGE RD,1011096.0,5,3.0,4938.0
AUSTIN,TX,78726,10209 TENAVA CT,924244.0,4,4.0,3774.0
AUSTIN,TX,78726,10212 LUNDIE CV,646110.0,4,2.0,3256.0
AUSTIN,TX,78726,10217 OPEN GATE DR,789892.0,4,2.0,3252.0
AUSTIN,TX,78726,10229 EMBER GLEN DR,698954.0,3,2.0,2775.0
AUSTIN,TX,78726,10235 MATOCA WAY,909243.0,4,3.0,3804.0
AUSTIN,TX,78726,10245 EMBER GLEN DR,625973.0,4,2.0,2629.0
AUSTIN,TX,78726,10304 KARIBA CV,727720.0,4,3.0,3366.0
AUSTIN,TX,78726,10304 PRISM DR,771286.0,4,2.0,3641.0
AUSTIN,TX,78726,10312 CANYON VISTA WAY,852384.0,5,3.0,3797.0
AUSTIN,TX,78726,10322 OPEN GATE DR,960795.0,4,4.0,3741.0
AUSTIN,TX,78726,10408 EMBER GLEN DR,643083.0,3,2.0,3049.0
AUSTIN,TX,78726,10416 CANYON VISTA WAY,917094.0,4,3.0,4032.0
AUSTIN,TX,78726,10420 CANYON VISTA WAY,891435.0,5,4.0,3787.0
AUSTIN,TX,78726,10449 EMBER GLEN DR,742272.0,5,4.0,3783.0
AUSTIN,TX,78726,8100 RED BIRD CT,816391.0,4,2.0,3627.0
AUSTIN,TX,78726,8105 ENDEAVOR CIR,1073100.0,5,4.0,4582.0
AUSTIN,TX,78726,8121 ENDEAVOR CIR,1088638.0,5,3.0,4578.0
AUSTIN,TX,78726,10503 PARIVA TRL,550818.0,3,2.0,2528.0
AUSTIN,TX,78726,10600 CHESTNUT RIDGE RD,894659.0,3,3.0,3988.0
AUSTIN,TX,78726,10600 ICARUS CT,848924.0,5,3.0,3934.0
AUSTIN,TX,78726,10604 CRANFORD CT,771506.0,4,3.0,4436.0
AUSTIN,TX,78726,10604 ICARUS CT,821940.0,4,3.0,3677.0
AUSTIN,TX,78726,10608 CHESTNUT RIDGE RD,893321.0,5,4.0,3898.0
AUSTIN,TX,78726,10609 ICARUS CT,846857.0,4,4.0,3606.0
AUSTIN,TX,78726,10609 LYNNCREST CV,845132.0,5,3.0,3580.0
AUSTIN,TX,78726,10613 CHESTNUT RIDGE RD,1026086.0,5,4.0,4581.0
AUSTIN,TX,78726,10616 CHESTNUT RIDGE RD,1011188.0,4,4.0,4532.0
AUSTIN,TX,78726,10617 CHESTNUT RIDGE RD,926756.0,4,3.0,4265.0
AUSTIN,TX,78726,10620 CHESTNUT RIDGE RD,821950.0,4,3.0,3493.0
AUSTIN,TX,78726,10631 CHESTNUT RIDGE RD,902709.0,5,4.0,4002.0
AUSTIN,TX,78726,10633 BRAMBLECREST DR,816135.0,4,3.0,4027.0
AUSTIN,TX,78726,10636 BRAMBLECREST DR,952430.0,4,4.0,4338.0
AUSTIN,TX,78726,10636 CHESTNUT RIDGE RD,840057.0,5,4.0,4124.0
AUSTIN,TX,78726,10637 BRAMBLECREST DR,793112.0,5,4.0,3787.0
AUSTIN,TX,78726,10647 BRAMBLECREST DR,956955.0,5,3.0,4647.0
AUSTIN,TX,78726,10648 BRAMBLECREST DR,1043663.0,5,3.0,4603.0
AUSTIN,TX,78726,10652 BRAMBLECREST DR,897978.0,4,3.0,3856.0
AUSTIN,TX,78726,10660 BRAMBLECREST DR,1004826.0,5,2.0,4338.0
AUSTIN,TX,78726,10672 BRAMBLECREST DR,898426.0,4,3.0,3681.0
AUSTIN,TX,78726,10676 BRAMBLECREST DR,692799.0,3,2.0,3302.0
AUSTIN,TX,78726,13545 BULLICK HOLLOW RD,1769123.0,2,1.0,1656.0
AUSTIN,TX,78726,8236 PHANTOM CANYON DR,1071216.0,4,3.0,4688.0
AUSTIN,TX,78726,10680 BRAMBLECREST DR,1012865.0,5,3.0,4830.0
AUSTIN,TX,78726,10700 CHESTNUT RIDGE RD,1037255.0,5,3.0,4842.0
AUSTIN,TX,78726,10707 BECKWOOD DR,665999.0,4,2.0,2484.0
AUSTIN,TX,78726,10707 CENTENNIAL TRL,820006.0,4,2.0,3139.0
AUSTIN,TX,78726,10713 CENTENNIAL TRL,977870.0,4,2.0,3544.0
AUSTIN,TX,78726,10721 CHESTNUT RIDGE RD,824620.0,4,3.0,3775.0
AUSTIN,TX,78726,10727 BRAMBLECREST DR,882690.0,4,3.0,4121.0
AUSTIN,TX,78726,10734 CENTENNIAL TRL,864474.0,4,3.0,3545.0
AUSTIN,TX,78726,10735 BRAMBLECREST DR,1012041.0,5,3.0,4698.0
AUSTIN,TX,78726,10738 YORKTOWN TRL,698699.0,4,3.0,3416.0
AUSTIN,TX,78726,10745 YORKTOWN TRL,641769.0,3,2.0,2685.0
AUSTIN,TX,78726,13704 BULLICK HOLLOW RD,686100.0,3,2.0,3249.0
AUSTIN,TX,78726,10756 BRAMBLECREST DR,995335.0,6,3.0,4528.0
AUSTIN,TX,78726,10757 YORKTOWN TRL,958652.0,5,3.0,4764.0
AUSTIN,TX,78726,10764 YORKTOWN TRL,679556.0,4,3.0,3024.0
AUSTIN,TX,78726,10802 CHESTNUT RIDGE RD,722592.0,4,2.0,3340.0
AUSTIN,TX,78726,10808 BROKEN BROOK CV,1047960.0,5,3.0,4171.0
AUSTIN,TX,78726,10809 CHESTNUT RIDGE RD,636967.0,3,2.0,2542.0
AUSTIN,TX,78726,10811 CENTENNIAL TRL,1912068.0,5,4.0,4557.0
AUSTIN,TX,78726,10812 BROKEN BROOK CV,948527.0,4,3.0,4533.0
AUSTIN,TX,78726,10816 BROKEN BROOK CV,885205.0,5,3.0,4859.0
AUSTIN,TX,78726,10817 BROKEN BROOK CV,984630.0,5,3.0,4291.0
AUSTIN,TX,78726,10825 LAUREL CREEK DR,1400964.0,5,3.0,5101.0
AUSTIN,TX,78726,13813 FM 2769,252958.0,1,1.0,1615.0
AUSTIN,TX,78726,10902 CHESTNUT RIDGE RD,705491.0,3,2.0,3153.0
AUSTIN,TX,78726,10905 CENTENNIAL TRL,1838821.0,4,4.0,5472.0
AUSTIN,TX,78726,10907 YORKTOWN CV,854289.0,4,3.0,3925.0
AUSTIN,TX,78726,10918 CONCHOS TRL,1382143.0,5,5.0,5464.0
AUSTIN,TX,78726,11001 LAUREL CREEK DR,1378395.0,5,3.0,4219.0
AUSTIN,TX,78726,11003 ANDENWOOD DR,623587.0,4,2.0,2620.0
AUSTIN,TX,78726,11004 DEEP BROOK DR,800272.0,4,2.0,3254.0
AUSTIN,TX,78726,11008 CONCHOS TRL,1391741.0,5,4.0,5105.0
AUSTIN,TX,78726,11011 DEEP BROOK DR,1030071.0,5,3.0,4899.0
AUSTIN,TX,78726,11015 CONCHOS CV,1290674.0,4,3.0,4377.0
AUSTIN,TX,78726,11017 RIO VISTA DR,631638.0,3,2.0,2751.0
AUSTIN,TX,78726,11020 DEEP BROOK DR,900676.0,4,3.0,4396.0
AUSTIN,TX,78726,11020 MONTESA DR,946891.0,4,3.0,4267.0
AUSTIN,TX,78726,11022 SEBRITE DR,840159.0,3,2.0,3654.0
AUSTIN,TX,78726,11026 DEEP BROOK DR,965628.0,5,3.0,4443.0
AUSTIN,TX,78726,11030 DEEP BROOK DR,844870.0,4,2.0,3683.0
AUSTIN,TX,78726,11037 CROSSLAND DR,594696.0,4,2.0,2454.0
AUSTIN,TX,78726,11100 AMESITE TRL,772104.0,4,2.0,3577.0
AUSTIN,TX,78726,11100 CONCHOS TRL,1413726.0,3,3.0,4037.0
AUSTIN,TX,78726,11100 MIRAMAR DR,851545.0,4,3.0,3902.0
AUSTIN,TX,78726,11101 CEZANNE ST,956986.0,4,3.0,3799.0
AUSTIN,TX,78726,11103 CROSSLAND DR,641075.0,4,2.0,2731.0
AUSTIN,TX,78726,11104 RIO VISTA DR,646109.0,4,2.0,3445.0
AUSTIN,TX,78726,11105 ANDENWOOD DR,666967.0,4,2.0,3359.0
AUSTIN,TX,78726,11105 COMISO PALA PATH,718290.0,5,3.0,3367.0
AUSTIN,TX,78726,11105 MIRAMAR DR,822452.0,4,2.0,4077.0
AUSTIN,TX,78726,11112 MIRAMAR DR,716603.0,4,2.0,3775.0
AUSTIN,TX,78726,11117 AMESITE TRL,851492.0,4,3.0,3704.0
AUSTIN,TX,78726,11117 CONCHOS CV,1268484.0,5,5.0,5220.0
AUSTIN,TX,78726,11121 LAUREL CREEK DR,1413413.0,3,4.0,4085.0
AUSTIN,TX,78726,11121 MIRAMAR DR,898630.0,4,3.0,3536.0
AUSTIN,TX,78726,11125 MIRAMAR DR,727706.0,4,3.0,3940.0
AUSTIN,TX,78726,11128 MIRAMAR DR,762814.0,5,4.0,3473.0
AUSTIN,TX,78726,11129 COMISO PALA PATH,697978.0,4,2.0,3280.0
AUSTIN,TX,78726,11132 MIRAMAR DR,849476.0,5,3.0,4077.0
AUSTIN,TX,78726,11132 RIO VISTA DR,612279.0,4,2.0,2759.0
AUSTIN,TX,78726,11136 RIO VISTA DR,668234.0,3,3.0,3391.0
AUSTIN,TX,78726,11137 RIO VISTA DR,695423.0,4,2.0,2990.0
AUSTIN,TX,78726,11138 BRISTA WAY,753982.0,4,2.0,3280.0
AUSTIN,TX,78726,11141 CALAVAR DR,582417.0,4,2.0,2618.0
AUSTIN,TX,78726,11153 CALAVAR DR,514980.0,3,2.0,2285.0
AUSTIN,TX,78726,11200 CONCHOS TRL,1372809.0,6,4.0,5128.0
AUSTIN,TX,78726,11200 RANDY RD,1071636.0,4,2.0,3722.0
AUSTIN,TX,78726,11203 APPLETREE LN,588937.0,4,2.0,2413.0
AUSTIN,TX,78726,11204 CEZANNE ST,860000.0,4,2.0,3086.0
AUSTIN,TX,78726,11204 CROSSLAND DR,762949.0,5,4.0,3627.0
AUSTIN,TX,78726,11204 MATISSE TRL,907899.0,3,2.0,2830.0
AUSTIN,TX,78726,11205 MATISSE TRL,1164000.0,4,3.0,3572.0
AUSTIN,TX,78726,11208 BRISTA WAY,605725.0,4,3.0,2723.0
AUSTIN,TX,78726,11209 COMISO PALA PATH,705706.0,4,3.0,3112.0
AUSTIN,TX,78726,11209 CROSSLAND DR,676541.0,4,2.0,3093.0
AUSTIN,TX,78726,11211 CONCHOS TRL,986625.0,4,4.0,3967.0
AUSTIN,TX,78726,11221 BRISTA WAY,773416.0,4,3.0,3572.0
AUSTIN,TX,78726,11308 PACHEA TRL,747160.0,4,3.0,3706.0
AUSTIN,TX,78726,11309 ROCKWELL CT,925969.0,4,2.0,3310.0
AUSTIN,TX,78726,11312 MONET DR,894891.0,4,3.0,3415.0
AUSTIN,TX,78726,11312 PACHEA TRL,860198.0,5,2.0,4158.0
AUSTIN,TX,78726,11321 ROCKWELL CT,1091708.0,4,4.0,4057.0
AUSTIN,TX,78726,11325 ROCKWELL CT,882327.0,3,2.0,2819.0
AUSTIN,TX,78726,11332 MONET DR,1026040.0,4,3.0,3699.0
AUSTIN,TX,78726,11404 ROCKWELL PL,1075232.0,4,3.0,4037.0
AUSTIN,TX,78726,11408 MONET DR,1009558.0,5,3.0,3755.0
AUSTIN,TX,78726,11409 ANTLER LN,1195974.0,4,2.0,3732.0
AUSTIN,TX,78726,11412 SWEET BASIL CT,540898.0,3,2.0,2360.0
AUSTIN,TX,78726,11412 TIBEE DR,775674.0,5,3.0,3822.0
AUSTIN,TX,78726,11416 MONET DR,874183.0,4,2.0,2849.0
AUSTIN,TX,78726,11500 TIBEE DR,789654.0,5,4.0,3824.0
AUSTIN,TX,78726,11512 TIBEE DR,821839.0,4,4.0,3808.0
AUSTIN,TX,78726,11521 SWEET BASIL CT,641238.0,4,2.0,2787.0
AUSTIN,TX,78726,11529 SWEET BASIL CT,618377.0,4,2.0,2542.0
AUSTIN,TX,78726,11600 SWEET BASIL CT,552113.0,3,2.0,2228.0
AUSTIN,TX,78726,11604 SWEET BASIL CT,620104.0,4,2.0,3000.0
AUSTIN,TX,78726,11616 SWEET BASIL CT,594825.0,3,2.0,2503.0
AUSTIN,TX,78726,11625 SWEET BASIL CT,613512.0,4,2.0,2427.0
AUSTIN,TX,78726,11637 SWEET BASIL CT,669661.0,4,2.0,2896.0
AUSTIN,TX,78726,9400 SAVANNAH RIDGE DR,847717.0,4,3.0,3822.0
AUSTIN,TX,78726,9408 EPIC CT,762966.0,4,3.0,3428.0
AUSTIN,TX,78726,9412 EPIC CT,796861.0,5,3.0,3822.0
AUSTIN,TX,78726,9420 JENARO CT,705830.0,4,2.0,3110.0
AUSTIN,TX,78726,9501 AIRE LIBRE DR,950287.0,6,4.0,3866.0
AUSTIN,TX,78726,9501 INDIGO BRUSH DR,835686.0,4,3.0,3902.0
AUSTIN,TX,78726,9505 AIRE LIBRE DR,860718.0,4,3.0,3771.0
AUSTIN,TX,78726,9505 INDIGO BRUSH DR,886769.0,4,3.0,4175.0
AUSTIN,TX,78726,9521 AIRE LIBRE DR,713691.0,4,2.0,2820.0
AUSTIN,TX,78726,9527 INDIGO BRUSH DR,864432.0,4,3.0,4027.0
AUSTIN,TX,78726,9536 INDIGO BRUSH DR,968354.0,5,4.0,4314.0
AUSTIN,TX,78726,9544 AIRE LIBRE DR,713877.0,4,2.0,2704.0
AUSTIN,TX,78726,9548 INDIGO BRUSH DR,955978.0,4,3.0,4267.0
AUSTIN,TX,78726,9561 INDIGO BRUSH DR,890246.0,4,2.0,4159.0
AUSTIN,TX,78726,9572 INDIGO BRUSH DR,975614.0,4,3.0,4002.0
AUSTIN,TX,78726,9600 CORBE DR,1009848.0,5,3.0,4810.0
AUSTIN,TX,78726,9600 INDIGO BRUSH DR,845528.0,4,4.0,4047.0
AUSTIN,TX,78726,9606 CORBE DR,946431.0,5,4.0,3757.0
AUSTIN,TX,78726,9606 INDIGO BRUSH DR,1000417.0,5,2.0,4314.0
AUSTIN,TX,78726,9607 AIRE LIBRE DR,812477.0,5,3.0,3612.0
AUSTIN,TX,78726,9611 AIRE LIBRE DR,917482.0,5,4.0,4098.0
AUSTIN,TX,78726,9613 CORBE DR,1065461.0,5,4.0,4907.0
AUSTIN,TX,78726,9616 CINNABAR TRL,950184.0,5,4.0,4298.0
AUSTIN,TX,78726,9622 INDIGO BRUSH DR,801154.0,4,2.0,4187.0
AUSTIN,TX,78726,9704 INDIGO BRUSH DR,613352.0,3,2.0,2915.0
AUSTIN,TX,78726,9708 INDIGO BRUSH DR,806786.0,4,3.0,3990.0
AUSTIN,TX,78726,9709 CINNABAR TRL,744170.0,4,3.0,3812.0
AUSTIN,TX,78726,9800 INDIGO BRUSH DR,854978.0,4,4.0,4223.0
AUSTIN,TX,78726,9800 LAVERA DR,766421.0,4,2.0,3448.0
AUSTIN,TX,78726,9801 INDIGO BRUSH DR,883978.0,4,3.0,4062.0
AUSTIN,TX,78726,9804 LAVERA DR,847764.0,4,3.0,4113.0
AUSTIN,TX,78726,9805 INDIGO BRUSH DR,735964.0,4,2.0,3358.0
AUSTIN,TX,78726,9809 CINNABAR TRL,922143.0,4,3.0,4368.0
AUSTIN,TX,78726,9821 LAVERA DR,798206.0,4,3.0,3751.0
AUSTIN,TX,78726,9828 LAVERA DR,737213.0,4,3.0,3247.0
AUSTIN,TX,78726,9907 CINNABAR TRL,969278.0,4,2.0,4378.0
AUSTIN,TX,78726,9911 LAVERA DR,783156.0,5,2.0,3683.0
AUSTIN,TX,78726,9913 JASMINE CREEK DR,667379.0,5,3.0,3368.0
AUSTIN,TX,78726,9917 JASMINE CREEK DR,672890.0,4,2.0,3255.0
AUSTIN,TX,78726,9942 JASMINE CREEK DR,756858.0,4,2.0,3567.0
AUSTIN,TX,78726,12201 KLONDIKE RUSH PT,763384.0,4,2.0,3216.0
AUSTIN,TX,78726,12205 KLONDIKE RUSH PT,657170.0,4,2.0,2884.0
AUSTIN,TX,78726,8005 CANYON PARKE CT,719313.0,3,3.0,3852.0
AUSTIN,TX,78726,11202 TANYA TRL,704525.0,4,2.0,3110.0
AUSTIN,TX,78726,12516 VERANDAH CT,1355336.0,4,3.0,3496.0
AUSTIN,TX,78726,10016 BARBROOK DR,932980.0,4,3.0,3851.0
AUSTIN,TX,78726,10033 DARK STAR TER,1004933.0,4,3.0,4618.0
AUSTIN,TX,78726,10100 CHESTNUT RIDGE RD,1030355.0,5,3.0,4698.0
AUSTIN,TX,78726,10104 CHESTNUT RIDGE RD,1034246.0,5,4.0,4621.0
AUSTIN,TX,78726,10109 CHESTNUT RIDGE RD,803947.0,4,3.0,3808.0
AUSTIN,TX,78726,10209 BRIMFIELD DR,877246.0,4,3.0,3556.0
AUSTIN,TX,78726,8108 RED BIRD CT,964368.0,4,3.0,4170.0
AUSTIN,TX,78726,10312 KILMARNOCK DR,818886.0,4,2.0,3254.0
AUSTIN,TX,78726,10413 PEEKSTON DR,786219.0,4,2.0,3385.0
AUSTIN,TX,78726,10607 BECKWOOD DR,655581.0,3,2.0,2460.0
AUSTIN,TX,78726,10724 CHESTNUT RIDGE RD,660867.0,5,2.0,3632.0
AUSTIN,TX,78726,8412 DENALI PKWY UNIT 1,1769969.0,5,3.0,5621.0
AUSTIN,TX,78726,8424 DENALI PKWY,2029466.0,3,3.0,6450.0
AUSTIN,TX,78726,11009 CROSSLAND DR,753427.0,4,2.0,3474.0
AUSTIN,TX,78726,11100 ANDENWOOD DR,739931.0,3,3.0,3094.0
AUSTIN,TX,78726,11109 COMISO PALA PATH,730534.0,4,2.0,3338.0
AUSTIN,TX,78726,11207 ANTLER LN,1087234.0,4,3.0,3869.0
AUSTIN,TX,78726,11210 CONCHOS TRL,1571667.0,4,3.0,4694.0
AUSTIN,TX,78726,11304 CENTENNIAL TRL,882265.0,4,2.0,2760.0
AUSTIN,TX,78726,9101 DONA VILLA PL,1001457.0,3,2.0,4037.0
AUSTIN,TX,78726,11405 DONA VILLA DR,847513.0,4,2.0,3861.0
AUSTIN,TX,78726,11421 DONA VILLA DR,972096.0,4,2.0,3861.0
AUSTIN,TX,78726,11520 TIBEE DR,890512.0,4,3.0,3771.0
AUSTIN,TX,78726,12157 WINDY RIDGE RD,2094934.0,3,2.0,6004.0
AUSTIN,TX,78726,8217 PHANTOM CANYON DR,903091.0,4,3.0,3795.0
AUSTIN,TX,78726,11307 NUTWOOD CV,798516.0,5,3.0,3235.0
AUSTIN,TX,78726,10101 BRIMFIELD DR,1102660.0,5,3.0,4702.0
AUSTIN,TX,78726,10117 CHESTNUT RIDGE RD,1045368.0,5,3.0,4673.0
AUSTIN,TX,78726,10132 BRIMFIELD DR,749861.0,5,3.0,3277.0
AUSTIN,TX,78726,10213 OPEN GATE DR,714190.0,4,2.0,3641.0
AUSTIN,TX,78726,10240 CHESTNUT RIDGE RD,1012652.0,5,4.0,4206.0
AUSTIN,TX,78726,10249 CHESTNUT RIDGE RD,783000.0,4,2.0,3617.0
AUSTIN,TX,78726,10325 CHESTNUT RIDGE RD,837970.0,3,3.0,3808.0
AUSTIN,TX,78726,10404 BRIMFIELD DR,947385.0,5,4.0,4381.0
AUSTIN,TX,78726,10515 CHESTNUT RIDGE RD,837160.0,5,4.0,3294.0
AUSTIN,TX,78726,10611 BECKWOOD DR,711975.0,4,2.0,3314.0
AUSTIN,TX,78726,10773 YORKTOWN TRL,717460.0,4,2.0,3527.0
AUSTIN,TX,78726,10908 YORKTOWN CV,795043.0,4,3.0,3792.0
AUSTIN,TX,78726,11029 RIO VISTA DR,664862.0,3,2.0,3024.0
AUSTIN,TX,78726,11200 APPLETREE LN,589450.0,4,2.0,2695.0
AUSTIN,TX,78726,11211 APPLETREE LN,689899.0,4,2.0,2694.0
AUSTIN,TX,78726,11218 CROSSLAND DR,584527.0,3,2.0,2353.0
AUSTIN,TX,78726,11502 SAWATCH CIR,1022088.0,3,3.0,3184.0
AUSTIN,TX,78726,11505 ANTLER LN,1288974.0,3,3.0,5257.0
AUSTIN,TX,78726,8309 DENALI PKWY,2213881.0,4,4.0,5396.0
AUSTIN,TX,78726,9108 DONA VILLA PL,809926.0,4,2.0,3155.0
AUSTIN,TX,78726,9808 NANDINA CV,961547.0,4,3.0,4077.0
AUSTIN,TX,78726,8409 DENALI PKWY,1785463.0,4,4.0,4881.0
AUSTIN,TX,78726,10736 CHESTNUT RIDGE RD,762244.0,4,3.0,3134.0
AUSTIN,TX,78726,10416 CHESTNUT RIDGE RD,968332.0,5,4.0,4233.0
AUSTIN,TX,78726,7922 CASTLE PEAKE TRL,977964.0,5,4.0,4227.0
AUSTIN,TX,78726,8006 CANYON PARKE CT,774122.0,4,3.0,4226.0
AUSTIN,TX,78726,11006 CENTENNIAL TRL,949832.0,4,2.0,2914.0
AUSTIN,TX,78726,11122 CALAVAR DR,624563.0,3,3.0,2995.0
AUSTIN,TX,78726,11157 RIO VISTA DR,613905.0,4,2.0,3126.0
AUSTIN,TX,78726,11501 RANDY RD,856828.0,3,2.0,2634.0
AUSTIN,TX,78726,10905 YORKTOWN CV,816747.0,3,2.0,3747.0
AUSTIN,TX,78726,12200 KLONDIKE RUSH PT,872563.0,4,2.0,3632.0
AUSTIN,TX,78726,10129 BRIMFIELD DR,977547.0,4,3.0,4150.0
AUSTIN,TX,78726,10137 BRIMFIELD DR,844422.0,4,3.0,3878.0
AUSTIN,TX,78726,10201 CHESTNUT RIDGE RD,837852.0,5,4.0,4026.0
AUSTIN,TX,78726,8216 PHANTOM CANYON DR,847390.0,5,3.0,3557.0
AUSTIN,TX,78726,10601 ICARUS CT,943381.0,5,3.0,4289.0
AUSTIN,TX,78726,11012 CROSSLAND DR,695120.0,3,2.0,2970.0
AUSTIN,TX,78726,11029 DEEP BROOK DR,902095.0,4,3.0,3995.0
AUSTIN,TX,78726,9405 SAVANNAH RIDGE DR,913481.0,4,3.0,3945.0
AUSTIN,TX,78726,12211 PAINTED BUNTING DR,1163189.0,4,3.0,3490.0
AUSTIN,TX,78726,10206 PRISM DR,614869.0,4,3.0,3170.0
AUSTIN,TX,78726,7929 CASTLE PEAKE TRL,877372.0,5,3.0,4141.0
AUSTIN,TX,78726,7948 CASTLE PEAKE TRL,841903.0,5,3.0,3609.0
AUSTIN,TX,78726,8021 TAHOE PARKE CIR,996893.0,5,4.0,4454.0
AUSTIN,TX,78726,8101 RED BIRD CT,988572.0,5,3.0,4255.0
AUSTIN,TX,78726,10508 CANYON VISTA WAY,864314.0,5,4.0,4420.0
AUSTIN,TX,78726,10529 CANYON VISTA WAY,1122254.0,5,4.0,4889.0
AUSTIN,TX,78726,13608 BULLICK HOLLOW RD,1120830.0,6,3.0,5445.0
AUSTIN,TX,78726,11026 CROSSLAND DR,704082.0,4,2.0,3198.0
AUSTIN,TX,78726,9509 AIRE LIBRE DR,809681.0,4,4.0,3820.0
AUSTIN,TX,78726,9735 CINNABAR TRL,963751.0,4,3.0,2946.0
AUSTIN,TX,78726,10602 BRADEL CV,692846.0,4,2.0,2596.0
AUSTIN,TX,78726,13401 BULLICK HOLLOW RD,2416864.0,5,5.0,5208.0
AUSTIN,TX,78726,11025 DEEP BROOK DR,798633.0,4,3.0,4002.0
AUSTIN,TX,78726,11141 RIO VISTA DR,727374.0,4,3.0,3165.0
AUSTIN,TX,78726,11401 CENTENNIAL TRL,1033392.0,4,3.0,2463.0
AUSTIN,TX,78726,10253 CHESTNUT RIDGE RD,921158.0,4,3.0,3808.0
AUSTIN,TX,78726,9938 JASMINE CREEK DR,812005.0,4,3.0,3694.0
AUSTIN,TX,78726,13531 BULLICK HOLLOW RD,1090739.0,3,2.0,1639.0
AUSTIN,TX,78726,8007 CARIBOU PARKE CV,732725.0,3,2.0,3426.0
AUSTIN,TX,78726,11409 DONA VILLA DR,874521.0,3,2.0,3332.0
AUSTIN,TX,78726,8412 DENALI PKWY UNIT 3,1771447.0,4,4.0,5457.0
AUSTIN,TX,78726,11400 DONA VILLA DR,868706.0,3,2.0,3332.0
AUSTIN,TX,78726,10328 EMBER GLEN DR,670921.0,3,2.0,3283.0
AUSTIN,TX,78726,10901 CONCHOS TRL,1068117.0,3,2.0,2787.0
AUSTIN,TX,78726,11218 CONCHOS TRL,1397206.0,4,4.0,5401.0
AUSTIN,TX,78726,11109 CALAVAR DR,719468.0,4,3.0,3108.0
AUSTIN,TX,78726,11111 CROSSLAND DR,733589.0,5,2.0,3432.0
AUSTIN,TX,78726,10508 ERICA LEIGH CT,650393.0,4,2.0,2952.0
AUSTIN,TX,78726,11202 CENTENNIAL TRL,1009333.0,4,3.0,3670.0
AUSTIN,TX,78726,10502 ERICA LEIGH CT,613433.0,4,3.0,2684.0
AUSTIN,TX,78726,11123 APPLETREE LN,736903.0,4,2.0,2940.0
AUSTIN,TX,78726,10212 OPEN GATE DR,748589.0,5,4.0,4053.0
AUSTIN,TX,78726,11130 BRISTA WAY,636989.0,3,2.0,2693.0
AUSTIN,TX,78726,11105 BRISTA WAY,608204.0,4,2.0,2737.0
AUSTIN,TX,78726,11125 CALAVAR DR,795767.0,3,2.0,2863.0
AUSTIN,TX,78726,13399 BULLICK HOLLOW RD,1445514.0,4,3.0,4236.0
AUSTIN,TX,78726,12414 WATERTON PARKE CIR,966324.0,5,3.0,4714.0
AUSTIN,TX,78726,7949 CASTLE PEAKE TRL,773972.0,4,3.0,3661.0
AUSTIN,TX,78726,12500 MCLOUGHLIN PT,801502.0,5,4.0,3750.0
AUSTIN,TX,78726,10305 N FM 620 RD,905923.0,2,1.0,2395.0
AUSTIN,TX,78726,10709 YORKTOWN TRL,771609.0,4,3.0,4106.0
AUSTIN,TX,78726,10813 YORKTOWN TRL,791056.0,4,3.0,3732.0
AUSTIN,TX,78726,10809 YORKTOWN TRL,849374.0,5,2.0,4415.0
AUSTIN,TX,78726,10900 YORKTOWN TRL,843244.0,4,3.0,4073.0
AUSTIN,TX,78726,10906 YORKTOWN TRL,637220.0,4,2.0,2670.0
AUSTIN,TX,78726,11036 RIO VISTA DR,645244.0,4,2.0,2852.0
AUSTIN,TX,78726,11150 RIO VISTA DR,672557.0,4,2.0,3266.0
AUSTIN,TX,78726,9930 JASMINE CREEK DR,809167.0,4,2.0,3335.0
